Year,Country Code,Population
1976,EUU,400473497.0
1977,EUU,402425493.0
1978,EUU,404271789.0
1979,EUU,406051882.0
1980,EUU,407875838.0
1981,EUU,409551911.0
1982,EUU,410895608.0
1983,EUU,411974424.0
1984,EUU,412931321.0
1985,EUU,413924499.0
1986,EUU,415076367.0
1987,EUU,416301843.0
1988,EUU,417653046.0
1989,EUU,419073139.0
1990,EUU,420477999.0
1991,EUU,421730520.0
1992,EUU,422963890.0
1993,EUU,424341124.0
1994,EUU,425399126.0
1995,EUU,426203356.0
1996,EUU,426896861.0
1997,EUU,427538048.0
1998,EUU,428109867.0
1999,EUU,428815486.0
2000,EUU,429328622.0
2001,EUU,429895628.0
2002,EUU,430881947.0
2003,EUU,432415932.0
2004,EUU,434040244.0
2005,EUU,435581949.0
2006,EUU,436998045.0
2007,EUU,438468397.0
2008,EUU,439876674.0
2009,EUU,440917801.0
2010,EUU,441532415.0
2011,EUU,440746989.0
2012,EUU,441395937.0
2013,EUU,442469469.0
2014,EUU,443576675.0
2015,EUU,444543761.0
2016,EUU,445487730.0
1964,FCS,228670583.0
1965,FCS,234243249.0
1966,FCS,240005133.0
1967,FCS,245962230.0
1968,FCS,252116419.0
1969,FCS,258473157.0
1970,FCS,265037231.0
1971,FCS,271800288.0
1972,FCS,278767597.0
1973,FCS,285961194.0
1974,FCS,293417700.0
1975,FCS,301154406.0
1976,FCS,309196463.0
1977,FCS,317520801.0
1978,FCS,326050578.0
1979,FCS,334679714.0
1980,FCS,343334222.0
1981,FCS,352006783.0
1982,FCS,360736356.0
1983,FCS,369569548.0
1984,FCS,378570396.0
1985,FCS,387802210.0
1986,FCS,397235010.0
1987,FCS,406892515.0
1988,FCS,416947257.0
1989,FCS,427617018.0
1990,FCS,440937023.0
1991,FCS,453319269.0
1992,FCS,466482751.0
1993,FCS,480128168.0
1994,FCS,493815711.0
1995,FCS,507247502.0
1996,FCS,520303326.0
1997,FCS,533112558.0
1998,FCS,545728172.0
1999,FCS,558627550.0
2000,FCS,572303917.0
2001,FCS,586760366.0
2002,FCS,601848734.0
2003,FCS,617468591.0
2004,FCS,633460044.0
2005,FCS,649704454.0
2006,FCS,666174377.0
2007,FCS,682901570.0
2008,FCS,700030438.0
2009,FCS,717553793.0
2010,FCS,735448194.0
2011,FCS,753858934.0
2012,FCS,772742559.0
2013,FCS,791943328.0
2014,FCS,811249811.0
2015,FCS,830536041.0
2016,FCS,849739853.0
1964,FIN,4548543.0
1965,FIN,4563732.0
1966,FIN,4580869.0
1967,FIN,4605744.0
1968,FIN,4626469.0
1969,FIN,4623785.0
1970,FIN,4606307.0
1971,FIN,4612124.0
1972,FIN,4639657.0
1973,FIN,4666081.0
1974,FIN,4690574.0
1975,FIN,4711440.0
1976,FIN,4725664.0
1977,FIN,4738902.0
1978,FIN,4752528.0
1979,FIN,4764690.0
1980,FIN,4779535.0
1981,FIN,4799964.0
1982,FIN,4826933.0
1983,FIN,4855787.0
1984,FIN,4881803.0
1985,FIN,4902206.0
1986,FIN,4918154.0
1987,FIN,4932123.0
1988,FIN,4946481.0
1989,FIN,4964371.0
1990,FIN,4986431.0
1991,FIN,5013740.0
1992,FIN,5041992.0
1993,FIN,5066447.0
1994,FIN,5088333.0
1995,FIN,5107790.0
1996,FIN,5124573.0
1997,FIN,5139835.0
1998,FIN,5153498.0
1999,FIN,5165474.0
2000,FIN,5176209.0
2001,FIN,5188008.0
2002,FIN,5200598.0
2003,FIN,5213014.0
2004,FIN,5228172.0
2005,FIN,5246096.0
2006,FIN,5266268.0
2007,FIN,5288720.0
2008,FIN,5313399.0
2009,FIN,5338871.0
2010,FIN,5363352.0
2011,FIN,5388272.0
2012,FIN,5413971.0
2013,FIN,5438972.0
2014,FIN,5461512.0
2015,FIN,5479531.0
2016,FIN,5495303.0
1964,FJI,450538.0
1965,FJI,463960.0
1966,FJI,476399.0
1967,FJI,487973.0
1968,FJI,498944.0
1969,FJI,509708.0
1970,FJI,520561.0
1971,FJI,531622.0
1972,FJI,542843.0
1973,FJI,554143.0
1974,FJI,565418.0
1975,FJI,576626.0
1976,FJI,587561.0
1977,FJI,598299.0
1978,FJI,609383.0
1979,FJI,621584.0
1980,FJI,635312.0
1981,FJI,651032.0
1982,FJI,668281.0
1983,FJI,685497.0
1984,FJI,700478.0
1985,FJI,711770.0
1986,FJI,718642.0
1987,FJI,721776.0
1988,FJI,722924.0
1989,FJI,724602.0
1990,FJI,728575.0
1991,FJI,735398.0
1992,FJI,744470.0
1993,FJI,754962.0
1994,FJI,765607.0
1995,FJI,775428.0
1996,FJI,784389.0
1997,FJI,792736.0
1998,FJI,800148.0
1999,FJI,806302.0
2000,FJI,811011.0
2001,FJI,813923.0
2002,FJI,815257.0
2003,FJI,816078.0
2004,FJI,817864.0
2005,FJI,821606.0
2006,FJI,827869.0
2007,FJI,836185.0
2008,FJI,845356.0
2009,FJI,853636.0
2010,FJI,859816.0
2011,FJI,863451.0
2012,FJI,865065.0
2013,FJI,865602.0
2014,FJI,866447.0
2015,FJI,868632.0
2016,FJI,872406.0
1964,FRA,49230585.0
1965,FRA,49818019.0
1966,FRA,50330268.0
1967,FRA,50775788.0
1968,FRA,51175507.0
1969,FRA,51561833.0
1970,FRA,51957747.0
1971,FRA,52371320.0
1972,FRA,52793151.0
1973,FRA,53207744.0
1974,FRA,53592235.0
1975,FRA,53931390.0
1976,FRA,54220033.0
1977,FRA,54467709.0
1978,FRA,54691866.0
1979,FRA,54917110.0
1980,FRA,55161510.0
1981,FRA,55430278.0
1982,FRA,55718940.0
1983,FRA,56023775.0
1984,FRA,56337675.0
1985,FRA,56654703.0
1986,FRA,56976126.0
1987,FRA,57302642.0
1988,FRA,57627106.0
1989,FRA,57940199.0
1990,FRA,58235716.0
1991,FRA,58559309.0
1992,FRA,58851216.0
1993,FRA,59106758.0
1994,FRA,59327200.0
1995,FRA,59541904.0
1996,FRA,59753095.0
1997,FRA,59964841.0
1998,FRA,60186284.0
1999,FRA,60496708.0
2000,FRA,60912500.0
2001,FRA,61357432.0
2002,FRA,61805266.0
2003,FRA,62244880.0
2004,FRA,62704901.0
2005,FRA,63179356.0
2006,FRA,63621376.0
2007,FRA,64016227.0
2008,FRA,64374979.0
2009,FRA,64707035.0
2010,FRA,65027505.0
2011,FRA,65342789.0
2012,FRA,65659814.0
2013,FRA,65998685.0
2014,FRA,66312067.0
2015,FRA,66548272.0
2016,FRA,66724104.0
1964,FRO,36409.0
1965,FRO,36843.0
1966,FRO,37283.0
1967,FRO,37705.0
1968,FRO,38131.0
1969,FRO,38560.0
1970,FRO,39008.0
1971,FRO,39456.0
1972,FRO,39915.0
1973,FRO,40395.0
1974,FRO,40847.0
1975,FRO,41292.0
1976,FRO,41724.0
1977,FRO,42133.0
1978,FRO,42539.0
1979,FRO,42941.0
1980,FRO,43339.0
1981,FRO,43725.0
1982,FRO,44101.0
1983,FRO,44483.0
1984,FRO,44895.0
1985,FRO,45328.0
1986,FRO,45812.0
1987,FRO,46340.0
1988,FRO,46833.0
1989,FRO,47159.0
1990,FRO,47276.0
1991,FRO,47123.0
1992,FRO,46746.0
1993,FRO,46277.0
1994,FRO,45848.0
1995,FRO,45625.0
1996,FRO,45624.0
1997,FRO,45789.0
1998,FRO,46094.0
1999,FRO,46428.0
2000,FRO,46738.0
2001,FRO,46999.0
2002,FRO,47235.0
2003,FRO,47439.0
2004,FRO,47600.0
2005,FRO,47731.0
2006,FRO,47793.0
2007,FRO,47825.0
2008,FRO,47822.0
2009,FRO,47814.0
2010,FRO,47803.0
2011,FRO,47815.0
2012,FRO,47843.0
2013,FRO,47901.0
2014,FRO,47965.0
2015,FRO,48055.0
2016,FRO,48173.0
1964,FSM,50476.0
1965,FSM,52224.0
1966,FSM,54192.0
1967,FSM,56308.0
1968,FSM,58386.0
1969,FSM,60146.0
1970,FSM,61415.0
1971,FSM,62089.0
1972,FSM,62275.0
1973,FSM,62268.0
1974,FSM,62456.0
1975,FSM,63122.0
1976,FSM,64360.0
1977,FSM,66079.0
1978,FSM,68196.0
1979,FSM,70515.0
1980,FSM,72936.0
1981,FSM,75422.0
1982,FSM,78015.0
1983,FSM,80630.0
1984,FSM,83192.0
1985,FSM,85641.0
1986,FSM,87904.0
1987,FSM,89985.0
1988,FSM,91984.0
1989,FSM,94062.0
1990,FSM,96304.0
1991,FSM,98779.0
1992,FSM,101386.0
1993,FSM,103901.0
1994,FSM,106030.0
1995,FSM,107535.0
1996,FSM,108311.0
1997,FSM,108473.0
1998,FSM,108206.0
1999,FSM,107769.0
2000,FSM,107405.0
2001,FSM,107170.0
2002,FSM,107027.0
2003,FSM,106902.0
2004,FSM,106624.0
2005,FSM,106135.0
2006,FSM,105374.0
2007,FSM,104442.0
2008,FSM,103549.0
2009,FSM,102971.0
2010,FSM,102916.0
2011,FSM,103448.0
2012,FSM,104506.0
2013,FSM,105922.0
2014,FSM,107444.0
2015,FSM,108886.0
2016,FSM,110215.0
1964,GAB,524891.0
1965,GAB,533357.0
1966,GAB,543119.0
1967,GAB,554054.0
1968,GAB,565763.0
1969,GAB,577644.0
1970,GAB,589317.0
1971,GAB,600608.0
1972,GAB,611705.0
1973,GAB,622914.0
1974,GAB,634739.0
1975,GAB,647538.0
1976,GAB,661398.0
1977,GAB,676264.0
1978,GAB,692078.0
1979,GAB,708788.0
1980,GAB,726335.0
1981,GAB,744695.0
1982,GAB,763932.0
1983,GAB,784056.0
1984,GAB,805117.0
1985,GAB,827107.0
1986,GAB,850052.0
1987,GAB,873871.0
1988,GAB,898472.0
1989,GAB,923714.0
1990,GAB,949493.0
1991,GAB,975785.0
1992,GAB,1002573.0
1993,GAB,1029769.0
1994,GAB,1057252.0
1995,GAB,1084951.0
1996,GAB,1112944.0
1997,GAB,1141332.0
1998,GAB,1170061.0
1999,GAB,1199058.0
2000,GAB,1228359.0
2001,GAB,1258008.0
2002,GAB,1288310.0
2003,GAB,1319946.0
2004,GAB,1353788.0
2005,GAB,1390550.0
2006,GAB,1430144.0
2007,GAB,1472565.0
2008,GAB,1518538.0
2009,GAB,1568925.0
2010,GAB,1624146.0
2011,GAB,1684629.0
2012,GAB,1749677.0
2013,GAB,1817070.0
2014,GAB,1883801.0
2015,GAB,1947690.0
2016,GAB,2007882.0
1964,GBR,54000000.0
1965,GBR,54348050.0
1966,GBR,54648500.0
1967,GBR,54943600.0
1968,GBR,55211700.0
1969,GBR,55441750.0
1970,GBR,55663250.0
1971,GBR,55896223.0
1972,GBR,56086065.0
1973,GBR,56194527.0
1974,GBR,56229974.0
1975,GBR,56225800.0
1976,GBR,56211968.0
1977,GBR,56193492.0
1978,GBR,56196504.0
1979,GBR,56246951.0
1980,GBR,56314216.0
1981,GBR,56333829.0
1982,GBR,56313641.0
1983,GBR,56332848.0
1984,GBR,56422072.0
1985,GBR,56550268.0
1986,GBR,56681396.0
1987,GBR,56802050.0
1988,GBR,56928327.0
1989,GBR,57076711.0
1990,GBR,57247586.0
1991,GBR,57424897.0
1992,GBR,57580402.0
1993,GBR,57718614.0
1994,GBR,57865745.0
1995,GBR,58019030.0
1996,GBR,58166950.0
1997,GBR,58316954.0
1998,GBR,58487141.0
1999,GBR,58682466.0
2000,GBR,58892514.0
2001,GBR,59119673.0
2002,GBR,59370479.0
2003,GBR,59647577.0
2004,GBR,59987905.0
2005,GBR,60401206.0
2006,GBR,60846820.0
2007,GBR,61322463.0
2008,GBR,61806995.0
2009,GBR,62276270.0
2010,GBR,62766365.0
2011,GBR,63258810.0
2012,GBR,63700215.0
2013,GBR,64128273.0
2014,GBR,64602298.0
2015,GBR,65116219.0
2016,GBR,65611593.0
1964,GEO,3870300.0
1965,GEO,3921600.0
1966,GEO,3966700.0
1967,GEO,4005800.0
1968,GEO,4042300.0
1969,GEO,4080300.0
1970,GEO,4119900.0
1971,GEO,4163000.0
1972,GEO,4205300.0
1973,GEO,4242500.0
1974,GEO,4279500.0
1975,GEO,4311200.0
1976,GEO,4342400.0
1977,GEO,4372100.0
1978,GEO,4397700.0
1979,GEO,4430200.0
1980,GEO,4467700.0
1981,GEO,4504500.0
1982,GEO,4542800.0
1983,GEO,4582900.0
1984,GEO,4622200.0
1985,GEO,4662900.0
1986,GEO,4704500.0
1987,GEO,4743500.0
1988,GEO,4790700.0
1989,GEO,4803300.0
1990,GEO,4802000.0
1991,GEO,4835900.0
1992,GEO,4873500.0
1993,GEO,4911100.0
1994,GEO,4836076.0
1995,GEO,4657722.0
1996,GEO,4491699.0
1997,GEO,4349913.0
1998,GEO,4243607.0
1999,GEO,4157192.0
2000,GEO,4077131.0
2001,GEO,4014373.0
2002,GEO,3978515.0
2003,GEO,3951736.0
2004,GEO,3927340.0
2005,GEO,3902469.0
2006,GEO,3880347.0
2007,GEO,3860158.0
2008,GEO,3848449.0
2009,GEO,3814419.0
2010,GEO,3786695.0
2011,GEO,3756441.0
2012,GEO,3728874.0
2013,GEO,3717668.0
2014,GEO,3719414.0
2015,GEO,3725276.0
2016,GEO,3727505.0
1964,GHA,7524470.0
1965,GHA,7739463.0
1966,GHA,7941418.0
1967,GHA,8132803.0
1968,GHA,8321773.0
1969,GHA,8520018.0
1970,GHA,8735493.0
1971,GHA,8973247.0
1972,GHA,9229640.0
1973,GHA,9493552.0
1974,GHA,9749098.0
1975,GHA,9985946.0
1976,GHA,10199164.0
1977,GHA,10395453.0
1978,GHA,10590265.0
1979,GHA,10805318.0
1980,GHA,11056112.0
1981,GHA,11348287.0
1982,GHA,11676828.0
1983,GHA,12033559.0
1984,GHA,12405659.0
1985,GHA,12783617.0
1986,GHA,13164839.0
1987,GHA,13552021.0
1988,GHA,13947047.0
1989,GHA,14353409.0
1990,GHA,14773274.0
1991,GHA,15207360.0
1992,GHA,15653345.0
1993,GHA,16106756.0
1994,GHA,16561677.0
1995,GHA,17014058.0
1996,GHA,17462504.0
1997,GHA,17908977.0
1998,GHA,18357159.0
1999,GHA,18812369.0
2000,GHA,19278850.0
2001,GHA,19756929.0
2002,GHA,20246376.0
2003,GHA,20750308.0
2004,GHA,21272328.0
2005,GHA,21814648.0
2006,GHA,22379057.0
2007,GHA,22963946.0
2008,GHA,23563832.0
2009,GHA,24170943.0
2010,GHA,24779614.0
2011,GHA,25387713.0
2012,GHA,25996454.0
2013,GHA,26607641.0
2014,GHA,27224480.0
2015,GHA,27849203.0
2016,GHA,28481947.0
1964,GIB,25478.0
1965,GIB,26079.0
1966,GIB,26631.0
1967,GIB,27172.0
1968,GIB,27693.0
1969,GIB,28165.0
1970,GIB,28601.0
1971,GIB,29007.0
1972,GIB,29353.0
1973,GIB,29657.0
1974,GIB,29886.0
1975,GIB,30062.0
1976,GIB,30179.0
1977,GIB,30228.0
1978,GIB,30224.0
1979,GIB,30172.0
1980,GIB,30068.0
1981,GIB,29902.0
1982,GIB,29698.0
1983,GIB,29481.0
1984,GIB,29284.0
1985,GIB,29151.0
1986,GIB,29096.0
1987,GIB,29114.0
1988,GIB,29164.0
1989,GIB,29187.0
1990,GIB,29149.0
1991,GIB,29021.0
1992,GIB,28844.0
1993,GIB,28680.0
1994,GIB,28605.0
1995,GIB,28688.0
1996,GIB,28970.0
1997,GIB,29404.0
1998,GIB,29945.0
1999,GIB,30526.0
2000,GIB,31081.0
2001,GIB,31604.0
2002,GIB,32097.0
2003,GIB,32556.0
2004,GIB,32930.0
2005,GIB,33222.0
2006,GIB,33420.0
2007,GIB,33524.0
2008,GIB,33570.0
2009,GIB,33562.0
2010,GIB,33585.0
2011,GIB,33608.0
2012,GIB,33653.0
2013,GIB,33694.0
2014,GIB,33726.0
2015,GIB,33742.0
2016,GIB,33738.0
1964,GIN,3735912.0
1965,GIN,3801711.0
1966,GIN,3870204.0
1967,GIN,3941046.0
1968,GIN,4013050.0
1969,GIN,4084601.0
1970,GIN,4154606.0
1971,GIN,4223056.0
1972,GIN,4290544.0
1973,GIN,4357357.0
1974,GIN,4424030.0
1975,GIN,4491248.0
1976,GIN,4559239.0
1977,GIN,4628881.0
1978,GIN,4702371.0
1979,GIN,4782491.0
1980,GIN,4871446.0
1981,GIN,4969595.0
1982,GIN,5077073.0
1983,GIN,5195443.0
1984,GIN,5326369.0
1985,GIN,5470716.0
1986,GIN,5629420.0
1987,GIN,5801323.0
1988,GIN,5982484.0
1989,GIN,6167480.0
1990,GIN,6352282.0
1991,GIN,6534936.0
1992,GIN,6716032.0
1993,GIN,6897171.0
1994,GIN,7081119.0
1995,GIN,7269631.0
1996,GIN,7463782.0
1997,GIN,7662071.0
1998,GIN,7860772.0
1999,GIN,8054745.0
2000,GIN,8240735.0
2001,GIN,8417082.0
2002,GIN,8586077.0
2003,GIN,8753097.0
2004,GIN,8925729.0
2005,GIN,9109585.0
2006,GIN,9307421.0
2007,GIN,9518159.0
2008,GIN,9738796.0
2009,GIN,9964470.0
2010,GIN,10192168.0
2011,GIN,10420459.0
2012,GIN,10652032.0
2013,GIN,10892821.0
2014,GIN,11150970.0
2015,GIN,11432096.0
2016,GIN,11738434.0
1964,GMB,396012.0
1965,GMB,405258.0
1966,GMB,415478.0
1967,GMB,426622.0
1968,GMB,438590.0
1969,GMB,451228.0
1970,GMB,464404.0
1971,GMB,478106.0
1972,GMB,492424.0
1973,GMB,507428.0
1974,GMB,523250.0
1975,GMB,539985.0
1976,GMB,557810.0
1977,GMB,576755.0
1978,GMB,596540.0
1979,GMB,616770.0
1980,GMB,637252.0
1981,GMB,657581.0
1982,GMB,678111.0
1983,GMB,700198.0
1984,GMB,725688.0
1985,GMB,755791.0
1986,GMB,791141.0
1987,GMB,831011.0
1988,GMB,873440.0
1989,GMB,915631.0
1990,GMB,955595.0
1991,GMB,992671.0
1992,GMB,1027476.0
1993,GMB,1060861.0
1994,GMB,1094219.0
1995,GMB,1128577.0
1996,GMB,1164091.0
1997,GMB,1200522.0
1998,GMB,1238124.0
1999,GMB,1277118.0
2000,GMB,1317708.0
2001,GMB,1360070.0
2002,GMB,1404263.0
2003,GMB,1449925.0
2004,GMB,1496524.0
2005,GMB,1543745.0
2006,GMB,1591444.0
2007,GMB,1639846.0
2008,GMB,1689288.0
2009,GMB,1740277.0
2010,GMB,1793199.0
2011,GMB,1848142.0
2012,GMB,1905020.0
2013,GMB,1963708.0
2014,GMB,2024037.0
2015,GMB,2085860.0
2016,GMB,2149134.0
1964,GNB,641821.0
1965,GNB,649795.0
1966,GNB,658998.0
1967,GNB,669243.0
1968,GNB,680431.0
1969,GNB,692407.0
1970,GNB,704937.0
1971,GNB,718359.0
1972,GNB,732516.0
1973,GNB,746178.0
1974,GNB,757668.0
1975,GNB,765985.0
1976,GNB,770415.0
1977,GNB,771732.0
1978,GNB,772137.0
1979,GNB,774726.0
1980,GNB,781678.0
1981,GNB,793804.0
1982,GNB,810402.0
1983,GNB,830212.0
1984,GNB,851276.0
1985,GNB,872163.0
1986,GNB,892530.0
1987,GNB,912755.0
1988,GNB,933046.0
1989,GNB,953782.0
1990,GNB,975265.0
1991,GNB,997522.0
1992,GNB,1020353.0
1993,GNB,1043421.0
1994,GNB,1066345.0
1995,GNB,1088850.0
1996,GNB,1110835.0
1997,GNB,1132505.0
1998,GNB,1154372.0
1999,GNB,1177133.0
2000,GNB,1201305.0
2001,GNB,1227105.0
2002,GNB,1254454.0
2003,GNB,1283297.0
2004,GNB,1313492.0
2005,GNB,1344931.0
2006,GNB,1377582.0
2007,GNB,1411545.0
2008,GNB,1446936.0
2009,GNB,1483920.0
2010,GNB,1522603.0
2011,GNB,1562996.0
2012,GNB,1604981.0
2013,GNB,1648259.0
2014,GNB,1692433.0
2015,GNB,1737207.0
2016,GNB,1782434.0
1964,GNQ,270616.0
1965,GNQ,276296.0
1966,GNQ,283506.0
1967,GNQ,291786.0
1968,GNQ,299416.0
1969,GNQ,304000.0
1970,GNQ,303986.0
1971,GNQ,298852.0
1972,GNQ,289508.0
1973,GNQ,277656.0
1974,GNQ,265762.0
1975,GNQ,255808.0
1976,GNQ,247969.0
1977,GNQ,242160.0
1978,GNQ,239681.0
1979,GNQ,241977.0
1980,GNQ,249931.0
1981,GNQ,264370.0
1982,GNQ,284638.0
1983,GNQ,308208.0
1984,GNQ,331554.0
1985,GNQ,352116.0
1986,GNQ,369024.0
1987,GNQ,382977.0
1988,GNQ,394973.0
1989,GNQ,406620.0
1990,GNQ,419188.0
1991,GNQ,432844.0
1992,GNQ,447269.0
1993,GNQ,462637.0
1994,GNQ,479099.0
1995,GNQ,496768.0
1996,GNQ,515844.0
1997,GNQ,536459.0
1998,GNQ,558496.0
1999,GNQ,581765.0
2000,GNQ,606180.0
2001,GNQ,631662.0
2002,GNQ,658388.0
2003,GNQ,686670.0
2004,GNQ,716949.0
2005,GNQ,749527.0
2006,GNQ,784494.0
2007,GNQ,821686.0
2008,GNQ,860839.0
2009,GNQ,901589.0
2010,GNQ,943640.0
2011,GNQ,986861.0
2012,GNQ,1031191.0
2013,GNQ,1076412.0
2014,GNQ,1122273.0
2015,GNQ,1168575.0
2016,GNQ,1215181.0
1964,GRC,8510429.0
1965,GRC,8550333.0
1966,GRC,8613651.0
1967,GRC,8684088.0
1968,GRC,8740765.0
1969,GRC,8772764.0
1970,GRC,8792806.0
1971,GRC,8831036.0
1972,GRC,8888628.0
1973,GRC,8929086.0
1974,GRC,8962022.0
1975,GRC,9046541.0
1976,GRC,9188150.0
1977,GRC,9308479.0
1978,GRC,9429959.0
1979,GRC,9548258.0
1980,GRC,9642505.0
1981,GRC,9729350.0
1982,GRC,9789513.0
1983,GRC,9846627.0
1984,GRC,9895801.0
1985,GRC,9934300.0
1986,GRC,9967213.0
1987,GRC,10000595.0
1988,GRC,10036983.0
1989,GRC,10089498.0
1990,GRC,10196792.0
1991,GRC,10319927.0
1992,GRC,10399061.0
1993,GRC,10460415.0
1994,GRC,10512922.0
1995,GRC,10562153.0
1996,GRC,10608800.0
1997,GRC,10661259.0
1998,GRC,10720509.0
1999,GRC,10761698.0
2000,GRC,10805808.0
2001,GRC,10862132.0
2002,GRC,10902022.0
2003,GRC,10928070.0
2004,GRC,10955141.0
2005,GRC,10987314.0
2006,GRC,11020362.0
2007,GRC,11048473.0
2008,GRC,11077841.0
2009,GRC,11107017.0
2010,GRC,11121341.0
2011,GRC,11104899.0
2012,GRC,11045011.0
2013,GRC,10965211.0
2014,GRC,10892413.0
2015,GRC,10820883.0
2016,GRC,10775971.0
1964,GRD,94122.0
1965,GRD,94634.0
1966,GRD,94936.0
1967,GRD,95012.0
1968,GRD,94929.0
1969,GRD,94723.0
1970,GRD,94476.0
1971,GRD,94212.0
1972,GRD,93984.0
1973,GRD,93661.0
1974,GRD,93190.0
1975,GRD,92494.0
1976,GRD,91469.0
1977,GRD,90219.0
1978,GRD,89104.0
1979,GRD,88603.0
1980,GRD,89032.0
1981,GRD,90610.0
1982,GRD,93132.0
1983,GRD,96020.0
1984,GRD,98472.0
1985,GRD,99953.0
1986,GRD,100183.0
1987,GRD,99425.0
1988,GRD,98126.0
1989,GRD,96932.0
1990,GRD,96328.0
1991,GRD,96462.0
1992,GRD,97161.0
1993,GRD,98234.0
1994,GRD,99345.0
1995,GRD,100286.0
1996,GRD,101003.0
1997,GRD,101567.0
1998,GRD,102023.0
1999,GRD,102429.0
2000,GRD,102837.0
2001,GRD,103242.0
2002,GRD,103636.0
2003,GRD,104003.0
2004,GRD,104346.0
2005,GRD,104658.0
2006,GRD,104938.0
2007,GRD,105183.0
2008,GRD,105457.0
2009,GRD,105787.0
2010,GRD,106227.0
2011,GRD,106786.0
2012,GRD,107452.0
2013,GRD,108172.0
2014,GRD,108900.0
2015,GRD,109603.0
2016,GRD,110263.0
1964,GRL,37600.0
1965,GRL,39200.0
1966,GRL,40500.0
1967,GRL,41900.0
1968,GRL,43400.0
1969,GRL,44900.0
1970,GRL,46400.0
1971,GRL,47200.0
1972,GRL,48300.0
1973,GRL,49000.0
1974,GRL,49500.0
1975,GRL,49600.0
1976,GRL,49700.0
1977,GRL,49400.0
1978,GRL,49200.0
1979,GRL,49600.0
1980,GRL,50200.0
1981,GRL,51000.0
1982,GRL,51500.0
1983,GRL,52100.0
1984,GRL,52700.0
1985,GRL,53200.0
1986,GRL,53500.0
1987,GRL,54100.0
1988,GRL,54800.0
1989,GRL,55300.0
1990,GRL,55600.0
1991,GRL,55500.0
1992,GRL,55300.0
1993,GRL,55200.0
1994,GRL,55500.0
1995,GRL,55800.0
1996,GRL,55900.0
1997,GRL,56000.0
1998,GRL,56100.0
1999,GRL,56100.0
2000,GRL,56200.0
2001,GRL,56350.0
2002,GRL,56609.0
2003,GRL,56765.0
2004,GRL,56911.0
2005,GRL,56935.0
2006,GRL,56774.0
2007,GRL,56555.0
2008,GRL,56328.0
2009,GRL,56323.0
2010,GRL,56905.0
2011,GRL,56890.0
2012,GRL,56810.0
2013,GRL,56483.0
2014,GRL,56295.0
2015,GRL,56114.0
2016,GRL,56186.0
1964,GTM,4640795.0
1965,GTM,4774984.0
1966,GTM,4910790.0
1967,GTM,5047435.0
1968,GTM,5184095.0
1969,GTM,5320100.0
1970,GTM,5455197.0
1971,GTM,5589563.0
1972,GTM,5723759.0
1973,GTM,5858466.0
1974,GTM,5994300.0
1975,GTM,6131151.0
1976,GTM,6269983.0
1977,GTM,6412667.0
1978,GTM,6561919.0
1979,GTM,6720582.0
1980,GTM,6890346.0
1981,GTM,7071186.0
1982,GTM,7262658.0
1983,GTM,7462585.0
1984,GTM,7669863.0
1985,GTM,7884034.0
1986,GTM,8104921.0
1987,GTM,8332446.0
1988,GTM,8566331.0
1989,GTM,8805995.0
1990,GTM,9050115.0
1991,GTM,9296814.0
1992,GTM,9544055.0
1993,GTM,9790619.0
1994,GTM,10037522.0
1995,GTM,10286786.0
1996,GTM,10536942.0
1997,GTM,10788362.0
1998,GTM,11046215.0
1999,GTM,11311078.0
2000,GTM,11589761.0
2001,GTM,11871565.0
2002,GTM,12147518.0
2003,GTM,12415334.0
2004,GTM,12682108.0
2005,GTM,12948292.0
2006,GTM,13213330.0
2007,GTM,13477017.0
2008,GTM,13739299.0
2009,GTM,14000190.0
2010,GTM,14259687.0
2011,GTM,14521515.0
2012,GTM,14781942.0
2013,GTM,15043981.0
2014,GTM,15306316.0
2015,GTM,15567419.0
2016,GTM,15827690.0
1964,GUM,73047.0
1965,GUM,74828.0
1966,GUM,76611.0
1967,GUM,78412.0
1968,GUM,80212.0
1969,GUM,82040.0
1970,GUM,83875.0
1971,GUM,85729.0
1972,GUM,87580.0
1973,GUM,89459.0
1974,GUM,91378.0
1975,GUM,93351.0
1976,GUM,95380.0
1977,GUM,97477.0
1978,GUM,99629.0
1979,GUM,101837.0
1980,GUM,104134.0
1981,GUM,106482.0
1982,GUM,108901.0
1983,GUM,111403.0
1984,GUM,113953.0
1985,GUM,116576.0
1986,GUM,119228.0
1987,GUM,121923.0
1988,GUM,124674.0
1989,GUM,127525.0
1990,GUM,130480.0
1991,GUM,133553.0
1992,GUM,136693.0
1993,GUM,139813.0
1994,GUM,142806.0
1995,GUM,145559.0
1996,GUM,148061.0
1997,GUM,150303.0
1998,GUM,152274.0
1999,GUM,153955.0
2000,GUM,155323.0
2001,GUM,156395.0
2002,GUM,157173.0
2003,GUM,157723.0
2004,GUM,158094.0
2005,GUM,158406.0
2006,GUM,158649.0
2007,GUM,158848.0
2008,GUM,159037.0
2009,GUM,159232.0
2010,GUM,159439.0
2011,GUM,159690.0
2012,GUM,159990.0
2013,GUM,160415.0
2014,GUM,161007.0
2015,GUM,161851.0
2016,GUM,162948.0
1964,GUY,637835.0
1965,GUY,651865.0
1966,GUY,664518.0
1967,GUY,675861.0
1968,GUY,686144.0
1969,GUY,695743.0
1970,GUY,704930.0
1971,GUY,713684.0
1972,GUY,721949.0
1973,GUY,729909.0
